category,time,headline,description,url,content
,,,,,
,,,,,
,,,,,
NEWS,,"ODM leaders scold Orengo for opposing broad-based gov't, dare him to leave the party","Most recently, Orengo has lashed out at Orange Democratic Movement (ODM) party leaders for supporting Ruto.",/news/odm-leaders-scold-orengo-for-opposing-broad-based-govt-dare-him-to-leave-the-party-n362102,
NEWS,,"ODM leaders scold Orengo for opposing broad-based gov't, dare him to leave the party","Most recently, Orengo has lashed out at Orange Democratic Movement (ODM) party leaders for supporting Ruto.",/news/odm-leaders-scold-orengo-for-opposing-broad-based-govt-dare-him-to-leave-the-party-n362102,
,,,,,
,,,,,
,,,,,
NEWS,,15 killed in head-on road crash in South Africa,,/news/15-killed-in-head-on-road-crash-in-south-africa-n362101,
NEWS,,15 killed in head-on road crash in South Africa,,/news/15-killed-in-head-on-road-crash-in-south-africa-n362101,
,,,,,
,,,,,
,,,,,
SPORTS,,'Like a dream' says dominant Sabalenka after third Madrid title,"""(Getting to six finals) sounds crazy, to be honest... I work hard and I know that if I bring my game and if I fight for every point that I'm capable of that,"" Sabalenka told reporters....",/sports/like-a-dream-says-dominant-sabalenka-after-third-madrid-title-n362093,
SPORTS,,'Like a dream' says dominant Sabalenka after third Madrid title,"""(Getting to six finals) sounds crazy, to be honest... I work hard and I know that if I bring my game and if I fight for every point that I'm capable of that,"" Sabalenka told reporters....",/sports/like-a-dream-says-dominant-sabalenka-after-third-madrid-title-n362093,
,,,,,
,,,,,
,,,,,
SPORTS,,Late goal gives Malawi CHAN victory over South Africa,"Malawi and South Africa are competing for a place in the African Nations Championship tournament between August 2-30 in Kenya, Tanzania and Uganda.Title-holders Senegal are in Group D, the only four-t...",/sports/late-goal-gives-malawi-chan-victory-over-south-africa-n362091,
SPORTS,,Late goal gives Malawi CHAN victory over South Africa,"Malawi and South Africa are competing for a place in the African Nations Championship tournament between August 2-30 in Kenya, Tanzania and Uganda.Title-holders Senegal are in Group D, the only four-t...",/sports/late-goal-gives-malawi-chan-victory-over-south-africa-n362091,
,,,,,
,,,,,
,,,,,
SPORTS,,Departed BFK supremo Otula celebrated as Thunder edge Phenoms in memorial match,"“He was a gentle giant, big but very soft spoken and a good supporter of our programs. He was very critical to the great work done in the last eight years in terms of bringing  the sport to what...",/sports/departed-bfk-supremo-otula-celebrated-as-thunder-edge-phenoms-in-memorial-match-n362099,
SPORTS,,Departed BFK supremo Otula celebrated as Thunder edge Phenoms in memorial match,"“He was a gentle giant, big but very soft spoken and a good supporter of our programs. He was very critical to the great work done in the last eight years in terms of bringing  the sport to what...",/sports/departed-bfk-supremo-otula-celebrated-as-thunder-edge-phenoms-in-memorial-match-n362099,
,,,,,
,,,,,
,,,,,
NEWS,,"UDA calls for unity, restraint after ODM links State to MP Charles Were’s killing","In a strongly worded statant released on Saturday, UDA leadership in Homa Bay County dismissed the ODM leaders’ allegations as inflammatory and called on political leaders to exercise restraint as inv...",/news/uda-calls-for-unity-restraint-after-odm-links-state-to-mp-charles-weres-killing-n362098,
NEWS,,"UDA calls for unity, restraint after ODM links State to MP Charles Were’s killing","In a strongly worded statant released on Saturday, UDA leadership in Homa Bay County dismissed the ODM leaders’ allegations as inflammatory and called on political leaders to exercise restraint as inv...",/news/uda-calls-for-unity-restraint-after-odm-links-state-to-mp-charles-weres-killing-n362098,
,,,,,
,,,,,
,,,,,
SPORTS,,Nuggets rout Clippers to advance in NBA playoffs,"""Everybody came to play,"" said Nuggets guard Jamal Murray, who scored 16 points.""Everybody was ready, the home crowd was into it and we were able to get the job done.""",/sports/nuggets-rout-clippers-to-advance-in-nba-playoffs-n362090,
SPORTS,,Nuggets rout Clippers to advance in NBA playoffs,"""Everybody came to play,"" said Nuggets guard Jamal Murray, who scored 16 points.""Everybody was ready, the home crowd was into it and we were able to get the job done.""",/sports/nuggets-rout-clippers-to-advance-in-nba-playoffs-n362090,
,,,,,
,,,,,
,,,,,
NEWS,,"ODM members blame state for MP Were’s murder, threaten to exit broad-based gov’t",Kaluma argued that the future of the broad-based government arrangements will rely on how the government handle the murder of  Were.,/news/odm-members-blame-state-for-mp-weres-murder-threaten-to-exit-broad-based-govt-n362096,
NEWS,,"ODM members blame state for MP Were’s murder, threaten to exit broad-based gov’t",Kaluma argued that the future of the broad-based government arrangements will rely on how the government handle the murder of  Were.,/news/odm-members-blame-state-for-mp-weres-murder-threaten-to-exit-broad-based-govt-n362096,
,,,,,
,,,,,
,,,,,
NEWS,,Achani leads livestock drive to boost milk production in Kwale county,"The livestock distribution, supported by the World Bank through the Kenya Marine Fisheries and Socio-Economic Development (KEMSFED) project, is part of a broader strategy to improve milk production an...",/news/achani-leads-livestock-drive-to-boost-milk-production-in-kwale-county-n361018,
NEWS,,Achani leads livestock drive to boost milk production in Kwale county,"The livestock distribution, supported by the World Bank through the Kenya Marine Fisheries and Socio-Economic Development (KEMSFED) project, is part of a broader strategy to improve milk production an...",/news/achani-leads-livestock-drive-to-boost-milk-production-in-kwale-county-n361018,
,,,,,
,,,,,
,,,,,
NEWS,,PS Omollo warns against political violence amid probe into MP Were’s murder,The PS warned politicians in Homa Bay County against perpetrating political violence.,/news/ps-omollo-warns-against-political-violence-amid-probe-into-mp-weres-murder-n362092,
NEWS,,PS Omollo warns against political violence amid probe into MP Were’s murder,The PS warned politicians in Homa Bay County against perpetrating political violence.,/news/ps-omollo-warns-against-political-violence-amid-probe-into-mp-weres-murder-n362092,
,,,,,
,,,,,
,,,,,
NEWS,,Maldives president holds record 15-hour press conference,"Muizzu, 46, began the marathon press conference at 10:00 am (0500 GMT) on Saturday, and it continued for 14 hours and 54 minutes with brief pauses for prayers, his office said in a statement....",/news/maldives-president-holds-record-15-hour-press-conference-n362089,
NEWS,,Maldives president holds record 15-hour press conference,"Muizzu, 46, began the marathon press conference at 10:00 am (0500 GMT) on Saturday, and it continued for 14 hours and 54 minutes with brief pauses for prayers, his office said in a statement....",/news/maldives-president-holds-record-15-hour-press-conference-n362089,
,,,,,
,,,,,
,,,,,
SPORTS,,Ancelotti says he will reveal future plans at end of season,"""It will be a fantastic goodbye, because I have a lot of affection for the club and it does for me too, I will never fight or argue with the club,"" said the veteran coach....",/sports/ancelotti-says-he-will-reveal-future-plans-at-end-of-season-n362082,
SPORTS,,Ancelotti says he will reveal future plans at end of season,"""It will be a fantastic goodbye, because I have a lot of affection for the club and it does for me too, I will never fight or argue with the club,"" said the veteran coach....",/sports/ancelotti-says-he-will-reveal-future-plans-at-end-of-season-n362082,
,,,,,
,,,,,
,,,,,
NEWS,,Sexual abuse of nuns: one of the Catholic Church's last taboos,"Victims' associations say the Vatican has not done enough, particularly by refusing to remove confessional secrecy.",/news/sexual-abuse-of-nuns-one-of-the-catholic-churchs-last-taboos-n362088,
NEWS,,Sexual abuse of nuns: one of the Catholic Church's last taboos,"Victims' associations say the Vatican has not done enough, particularly by refusing to remove confessional secrecy.",/news/sexual-abuse-of-nuns-one-of-the-catholic-churchs-last-taboos-n362088,
,,,,,
,,,,,
,,,,,
NEWS,,Six KWS officers charged with abduction of missing fisherman,"The officers — Francis Gachoki, Alexander Lorogoi, Isaac Wabukala, Michael Kimaiyo, Evans Kipsang, and Abdulrahman Ali Sudi — appeared before Principal Magistrate Kipkurui Kibellion and pleaded not guilty to one count of abduction with intent to conf...",/news/six-kws-officers-charged-with-abduction-of-missing-fisherman-n362177,
NEWS,,Six KWS officers charged with abduction of missing fisherman,"The officers — Francis Gachoki, Alexander Lorogoi, Isaac Wabukala, Michael Kimaiyo, Evans Kipsang, and Abdulrahman Ali Sudi — appeared before Principal Magistrate Kipkurui Kibellion and pleaded not guilty to one count of abduction with intent to conf...",/news/six-kws-officers-charged-with-abduction-of-missing-fisherman-n362177,
,,,,,
,,,,,
,,,,,
NEWS,,Four suspects arraigned over Kasipul MP Charles Were’s assassination,"According to prosecution counsel Allen Mulama, the extension is crucial for pursuing critical leads, including the pursuit of additional suspects—among them a police officer believed to have played a central role in orchestrating the killing....",/news/four-suspects-arraigned-over-kasipul-mp-charles-weres-assassination-n362175,
NEWS,,Four suspects arraigned over Kasipul MP Charles Were’s assassination,"According to prosecution counsel Allen Mulama, the extension is crucial for pursuing critical leads, including the pursuit of additional suspects—among them a police officer believed to have played a central role in orchestrating the killing....",/news/four-suspects-arraigned-over-kasipul-mp-charles-weres-assassination-n362175,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-French interior minister Darmanin apologises for 2022 Champions League fiasco,"Darmanin initially blamed Liverpool fans for the disorder and claimed many had turned up without tickets.Three years on, he admitted in the interview that the authorities had got it wrong.",/sports/ex-french-interior-minister-darmanin-apologises-for-2022-champions-league-fiasco-n362178,
SPORTS,,Ex-French interior minister Darmanin apologises for 2022 Champions League fiasco,"Darmanin initially blamed Liverpool fans for the disorder and claimed many had turned up without tickets.Three years on, he admitted in the interview that the authorities had got it wrong.",/sports/ex-french-interior-minister-darmanin-apologises-for-2022-champions-league-fiasco-n362178,
,,,,,
,,,,,
,,,,,
NEWS,,"President Ruto promises to connect 25,000 households to electricity in Migori by November","The president made the announcement while touring Awendo Constituency, where he flagged off electrification materials under the Last Mile Connectivity Programme",/news/president-ruto-promises-to-connect-25000-households-to-electricity-in-migori-by-november-n361595,
NEWS,,"President Ruto promises to connect 25,000 households to electricity in Migori by November","The president made the announcement while touring Awendo Constituency, where he flagged off electrification materials under the Last Mile Connectivity Programme",/news/president-ruto-promises-to-connect-25000-households-to-electricity-in-migori-by-november-n361595,
,,,,,
,,,,,
,,,,,
SPORTS,,"Olympic 100m medallist Kerley denies battery, admits to 'altercation'","Kerley, who won 100m gold at the 2022 World Championships and took bronze in the event at the Paris Olympics, said in a statement the arrest was down to a ""misunderstanding"".",/sports/olympic-100m-medallist-kerley-denies-battery-admits-to-altercation-n362172,
SPORTS,,"Olympic 100m medallist Kerley denies battery, admits to 'altercation'","Kerley, who won 100m gold at the 2022 World Championships and took bronze in the event at the Paris Olympics, said in a statement the arrest was down to a ""misunderstanding"".",/sports/olympic-100m-medallist-kerley-denies-battery-admits-to-altercation-n362172,
,,,,,
,,,,,
,,,,,
NEWS,,"'Must go is not an agenda,' Ruto tells critics amid major Migori projects rollout","He urged his critics to provide an alternative development plan, noting that it is unwise to rely on outdated and retrogressive political practices.",/news/must-go-is-not-an-agenda-ruto-tells-critics-amid-major-migori-projects-rollout-n362174,
NEWS,,"'Must go is not an agenda,' Ruto tells critics amid major Migori projects rollout","He urged his critics to provide an alternative development plan, noting that it is unwise to rely on outdated and retrogressive political practices.",/news/must-go-is-not-an-agenda-ruto-tells-critics-amid-major-migori-projects-rollout-n362174,
,,,,,
,,,,,
,,,,,
BUSINESS,,Kenya Power to install 45 electric vehicle chargers in six counties,"Kenya Power MD, Joseph Siror, said the chargers will be installed in Nairobi, Nyeri, Kisumu, Eldoret, Nakuru, Mombasa and Taita-Teveta.",/business/kenya-power-to-install-45-electric-vehicle-chargers-in-six-counties-n362173,
BUSINESS,,Kenya Power to install 45 electric vehicle chargers in six counties,"Kenya Power MD, Joseph Siror, said the chargers will be installed in Nairobi, Nyeri, Kisumu, Eldoret, Nakuru, Mombasa and Taita-Teveta.",/business/kenya-power-to-install-45-electric-vehicle-chargers-in-six-counties-n362173,
,,,,,
,,,,,
,,,,,
SPORTS,,Man Utd have 'big responsibility' to win Europa League: Amorim,United's winless run in the league extended to six matches as they trailed 4-1 against Brentford before late goals from Alejandro Garnacho and Amad Diallo restored a little pride for the lacklustre visitors.,/sports/man-utd-have-big-responsibility-to-win-europa-league-amorim-n362171,
SPORTS,,Man Utd have 'big responsibility' to win Europa League: Amorim,United's winless run in the league extended to six matches as they trailed 4-1 against Brentford before late goals from Alejandro Garnacho and Amad Diallo restored a little pride for the lacklustre visitors.,/sports/man-utd-have-big-responsibility-to-win-europa-league-amorim-n362171,
,,,,,
,,,,,
,,,,,
SPORTS,,Eliud Owalo and John Obi Mikel explore strategic partnership to uplift Kenyan football,"At the core of the discussions was the creation of a robust talent pipeline through structured youth programs. The proposed collaboration will focus on scouting and mentoring young players from across the country, particularly in underserved communit...",/sports/eliud-owalo-and-john-obi-mikel-explore-strategic-partnership-to-uplift-kenyan-football-n362170,
SPORTS,,Eliud Owalo and John Obi Mikel explore strategic partnership to uplift Kenyan football,"At the core of the discussions was the creation of a robust talent pipeline through structured youth programs. The proposed collaboration will focus on scouting and mentoring young players from across the country, particularly in underserved communit...",/sports/eliud-owalo-and-john-obi-mikel-explore-strategic-partnership-to-uplift-kenyan-football-n362170,
,,,,,
,,,,,
,,,,,
NEWS,,Gov't pathologist: Kasipul MP Charles Ong'ondo died from multiple internal injuries,"Speaking to the press after conducting a detailed autopsy at Lee Funeral Home, Dr. Oduor revealed that the MP was shot five times, with the bullets penetrating vital internal organs.&nbs...",/news/govt-pathologist-kasipul-mp-charles-ongondo-died-from-multiple-internal-injuries-n362169,
NEWS,,Gov't pathologist: Kasipul MP Charles Ong'ondo died from multiple internal injuries,"Speaking to the press after conducting a detailed autopsy at Lee Funeral Home, Dr. Oduor revealed that the MP was shot five times, with the bullets penetrating vital internal organs.&nbs...",/news/govt-pathologist-kasipul-mp-charles-ongondo-died-from-multiple-internal-injuries-n362169,
,,,,,
,,,,,
,,,,,
SPORTS,,"Gor Mahia blame Shabana for stadium chaos, urge FKF to act","In a strongly worded statement released Monday, the club accused Shabana, the home team, of failing to ensure proper security for a match that had been flagged as high-risk.",/sports/gor-mahia-blame-shabana-for-stadium-chaos-urge-fkf-to-act-n362167,
SPORTS,,"Gor Mahia blame Shabana for stadium chaos, urge FKF to act","In a strongly worded statement released Monday, the club accused Shabana, the home team, of failing to ensure proper security for a match that had been flagged as high-risk.",/sports/gor-mahia-blame-shabana-for-stadium-chaos-urge-fkf-to-act-n362167,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Mob lynches suspected arsonist in Machakos,"The suspect ran towards a church, with the mob chasing him",/wananchi-reporting/mob-lynches-suspected-arsonist-in-machakos-n362168,
WANANCHI REPORTING,,Mob lynches suspected arsonist in Machakos,"The suspect ran towards a church, with the mob chasing him",/wananchi-reporting/mob-lynches-suspected-arsonist-in-machakos-n362168,
,,,,,
,,,,,
,,,,,
SPORTS,,Alexander-Arnold confirms Liverpool exit after 'hardest decision',Alexander-Arnold's contract talks over a free transfer switch to Real are reported to be at an advanced stage.He will depart as a Premier League champion after the Reds moved level with rivals Manches...,/sports/alexander-arnold-confirms-liverpool-exit-after-hardest-decision-n362165,
SPORTS,,Alexander-Arnold confirms Liverpool exit after 'hardest decision',Alexander-Arnold's contract talks over a free transfer switch to Real are reported to be at an advanced stage.He will depart as a Premier League champion after the Reds moved level with rivals Manches...,/sports/alexander-arnold-confirms-liverpool-exit-after-hardest-decision-n362165,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-Chelsea star Obi Mikel tips Benni McCarthy to turn around Harambee Stars fortunes,"Mikel, is in Nairobi, for a visit organised by London-based Africa Cultural Enterprise in collaboration with E-Sports platform Afrigame.",/sports/ex-chelsea-star-obi-mikel-tips-benni-mccarthy-to-turn-around-harambee-stars-fortunes-n362159,
SPORTS,,Ex-Chelsea star Obi Mikel tips Benni McCarthy to turn around Harambee Stars fortunes,"Mikel, is in Nairobi, for a visit organised by London-based Africa Cultural Enterprise in collaboration with E-Sports platform Afrigame.",/sports/ex-chelsea-star-obi-mikel-tips-benni-mccarthy-to-turn-around-harambee-stars-fortunes-n362159,
,,,,,
,,,,,
,,,,,
NEWS,,Pope Francis last wish: Popemobile be used as mobile clinic for children in Gaza,"Since the war in Gaza started in 2023, Pope Francis made sure to regularly call Palestinians sheltering in a small Catholic parish in Gaza City.",/news/pope-francis-last-wish-popemobile-be-used-as-mobile-clinic-for-children-in-gaza-n362163,
NEWS,,Pope Francis last wish: Popemobile be used as mobile clinic for children in Gaza,"Since the war in Gaza started in 2023, Pope Francis made sure to regularly call Palestinians sheltering in a small Catholic parish in Gaza City.",/news/pope-francis-last-wish-popemobile-be-used-as-mobile-clinic-for-children-in-gaza-n362163,
,,,,,
,,,,,
,,,,,
SPORTS,,Milima Queens dream on in quest for FKF Cup,"Milima Queens’ next challenge is a tough one as they are set to face heavyweights Kenya Police Bullets, in the round of 16. Despite the daunting task, Kutsuru remains upbeat and confident.",/sports/milima-queens-dream-on-in-quest-for-fkf-cup-n362155,
SPORTS,,Milima Queens dream on in quest for FKF Cup,"Milima Queens’ next challenge is a tough one as they are set to face heavyweights Kenya Police Bullets, in the round of 16. Despite the daunting task, Kutsuru remains upbeat and confident.",/sports/milima-queens-dream-on-in-quest-for-fkf-cup-n362155,
,,,,,
,,,,,
,,,,,
TECH,,Court orders Worldcoin to delete biometric data collected from Kenyans,"Deputy Data Commissioner Oscar Otieno said that having reviewed the Worldcoin project operations in the country, he was satisfied that it is not safe for Kenyans.",/tech/court-orders-worldcoin-to-delete-biometric-data-collected-from-kenyans-n362162,
TECH,,Court orders Worldcoin to delete biometric data collected from Kenyans,"Deputy Data Commissioner Oscar Otieno said that having reviewed the Worldcoin project operations in the country, he was satisfied that it is not safe for Kenyans.",/tech/court-orders-worldcoin-to-delete-biometric-data-collected-from-kenyans-n362162,
,,,,,
,,,,,
,,,,,
NEWS,,'It was a light moment!' Dennis Itumbi downplays Ruto's shoe incident,"From the new video, the man appears to be comically using the shoe as a mobile device to 'record' the president; his angling of the shoe ( in a landscape position) appearing to support the conclusion...",/news/it-was-a-light-moment-dennis-itumbi-downplays-rutos-shoe-incident-n362152,
NEWS,,'It was a light moment!' Dennis Itumbi downplays Ruto's shoe incident,"From the new video, the man appears to be comically using the shoe as a mobile device to 'record' the president; his angling of the shoe ( in a landscape position) appearing to support the conclusion...",/news/it-was-a-light-moment-dennis-itumbi-downplays-rutos-shoe-incident-n362152,
,,,,,
,,,,,
,,,,,
TECH,,UAE schools to teach AI from kindergarten up,,/tech/uae-schools-to-teach-ai-from-kindergarten-up-n362157,
TECH,,UAE schools to teach AI from kindergarten up,,/tech/uae-schools-to-teach-ai-from-kindergarten-up-n362157,
,,,,,
,,,,,
,,,,,
NEWS,,"Rwanda in talks to receive migrants deported from US, foreign minister says",Kigali signed an agreement with Britain in 2022 to take in thousands of asylum seekers from the UK before the deal was scrapped last year by then newly-elected Prime Minister Keir Starmer....,/news/rwanda-in-talks-to-receive-migrants-deported-from-us-foreign-minister-says-n362156,
NEWS,,"Rwanda in talks to receive migrants deported from US, foreign minister says",Kigali signed an agreement with Britain in 2022 to take in thousands of asylum seekers from the UK before the deal was scrapped last year by then newly-elected Prime Minister Keir Starmer....,/news/rwanda-in-talks-to-receive-migrants-deported-from-us-foreign-minister-says-n362156,
,,,,,
,,,,,
,,,,,
NEWS,,"CS Ruku vows to deepen public service reforms, focus on marginalized areas",,/news/cs-ruku-vows-to-deepen-public-service-reforms-focus-on-marginalized-areas-n362151,
NEWS,,"CS Ruku vows to deepen public service reforms, focus on marginalized areas",,/news/cs-ruku-vows-to-deepen-public-service-reforms-focus-on-marginalized-areas-n362151,
,,,,,
,,,,,
,,,,,
BUSINESS,,CAK gives Del Monte greenlight to acquire 100% Mananasi Fibre Ltd’s shares,"The Authority said that the approval will not affect competition for textile-grade pineapple fibre, compost production, and biochar production in Kenya. ",/business/cak-gives-del-monte-greenlight-to-acquire-100-mananasi-fibre-ltds-shares-n362154,
BUSINESS,,CAK gives Del Monte greenlight to acquire 100% Mananasi Fibre Ltd’s shares,"The Authority said that the approval will not affect competition for textile-grade pineapple fibre, compost production, and biochar production in Kenya. ",/business/cak-gives-del-monte-greenlight-to-acquire-100-mananasi-fibre-ltds-shares-n362154,
,,,,,
,,,,,
,,,,,
SPORTS,,Government moves to ringfence Sports Fund as CS Mvurya calls for legal reforms,"Speaking in Diani, Kwale County during a joint session with the National Assembly's Departmental Committee on Sports and Culture, CS Mvurya told lawmakers on the operations of the fund and the growing...",/sports/government-moves-to-ringfence-sports-fund-as-cs-mvurya-calls-for-legal-reforms-n362153,
SPORTS,,Government moves to ringfence Sports Fund as CS Mvurya calls for legal reforms,"Speaking in Diani, Kwale County during a joint session with the National Assembly's Departmental Committee on Sports and Culture, CS Mvurya told lawmakers on the operations of the fund and the growing...",/sports/government-moves-to-ringfence-sports-fund-as-cs-mvurya-calls-for-legal-reforms-n362153,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,'Zakayo Shoe-ka!’ Memes fly across the internet after Ruto is hit with dusty shoe in Migori,"The 5-second clip, which captured the exact moment a flying shoe knocked the president's speech off his mouth, as he struggled to finish the sentence and calm the chaos that followed, galvanised the i...",/entertainment/zakayo-shoe-ka-memes-fly-across-the-internet-after-ruto-is-hit-with-dusty-shoe-in-migori-n362150,
ENTERTAINMENT,,'Zakayo Shoe-ka!’ Memes fly across the internet after Ruto is hit with dusty shoe in Migori,"The 5-second clip, which captured the exact moment a flying shoe knocked the president's speech off his mouth, as he struggled to finish the sentence and calm the chaos that followed, galvanised the i...",/entertainment/zakayo-shoe-ka-memes-fly-across-the-internet-after-ruto-is-hit-with-dusty-shoe-in-migori-n362150,
,,,,,
,,,,,
,,,,,
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
,,,,,
,,,,,
,,,,,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
,,,,,
,,,,,
,,,,,
NEWS,,Achani champions Women’s economic empowerment with goat distribution in Matuga,"The initiative, implemented under the Kenya Marine Fisheries and Socio-Economic Development (KEMFSED) project—a collaboration between the Kwale County Government and th...",/news/achani-champions-womens-economic-empowerment-with-goat-distribution-in-matuga-n361711,
NEWS,,Achani champions Women’s economic empowerment with goat distribution in Matuga,"The initiative, implemented under the Kenya Marine Fisheries and Socio-Economic Development (KEMFSED) project—a collaboration between the Kwale County Government and th...",/news/achani-champions-womens-economic-empowerment-with-goat-distribution-in-matuga-n361711,
,,,,,
,,,,,
,,,,,
NEWS,,Energy CS Wandayi says gov't committed to investor-friendly environment in LPG sector,"Opiyo Wandayi, noted that this is a national effort to accelerate the uptake of Liquefied Petroleum Gas (LPG) as a cleaner, safer, and more affordable cooking fuel for households across the country....",/news/energy-cs-wandayi-says-govt-committed-to-investor-friendly-environment-in-lpg-sector-n362148,
NEWS,,Energy CS Wandayi says gov't committed to investor-friendly environment in LPG sector,"Opiyo Wandayi, noted that this is a national effort to accelerate the uptake of Liquefied Petroleum Gas (LPG) as a cleaner, safer, and more affordable cooking fuel for households across the country....",/news/energy-cs-wandayi-says-govt-committed-to-investor-friendly-environment-in-lpg-sector-n362148,
,,,,,
,,,,,
,,,,,
SPORTS,,Thuram to step up as Inter try to save season with Champions League,"France forward Thuram will be the focal point of Inter's attack on Tuesday night, as he was when he made a spectacular return from injury in Catalonia with an early backheeled opener.",/sports/thuram-to-step-up-as-inter-try-to-save-season-with-champions-league-n362139,
SPORTS,,Thuram to step up as Inter try to save season with Champions League,"France forward Thuram will be the focal point of Inter's attack on Tuesday night, as he was when he made a spectacular return from injury in Catalonia with an early backheeled opener.",/sports/thuram-to-step-up-as-inter-try-to-save-season-with-champions-league-n362139,
,,,,,
,,,,,
,,,,,
NEWS,,"Ruto should reduce car roof appearances, stop leading 'Kasongo' chants- Senator Nyutu","President Ruto was hit by a flying shoe while addressing a public rally atop his car in Migori County on Sunday, as he wooed the crowds on how he plans to reduce the cost of living....",/news/ruto-should-reduce-car-roof-appearances-stop-leading-kasongo-chants-senator-nyutu-n362146,
NEWS,,"Ruto should reduce car roof appearances, stop leading 'Kasongo' chants- Senator Nyutu","President Ruto was hit by a flying shoe while addressing a public rally atop his car in Migori County on Sunday, as he wooed the crowds on how he plans to reduce the cost of living....",/news/ruto-should-reduce-car-roof-appearances-stop-leading-kasongo-chants-senator-nyutu-n362146,
,,,,,
,,,,,
,,,,,
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
SPORTS,,KCB bags 'Corporate title' at Nakuru Chess Open,"The team will participate at the Kiambu Open Chess tournament that will be held at the Rainbow Resort on May 10-11, 2024 before the league resumes the weekend after in Kisumu....",/sports/kcb-bags-corporate-title-at-nakuru-chess-open-n362141,
,,,,,
,,,,,
,,,,,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
NEWS,,MoH warns of drug abuse prevalence among young people aged 15 to 24,"10 counties are at a higher risk for the youth and their indulgence in drugs and substances, sometimes prescription medication. ",/news/moh-warns-of-drug-abuse-prevalence-among-young-people-aged-15-to-24-n362145,
,,,,,
,,,,,
,,,,,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
NEWS,,Electing a new pope: glossary of key terms,,/news/electing-a-new-pope-glossary-of-key-terms-n362144,
,,,,,
,,,,,
,,,,,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
ENTERTAINMENT,,Brazil police foil Lady Gaga gig bomb plot,"Officials said the superstar's huge free gig on the beach, her first concert in Brazil since 2012, drew up to two million people.",/entertainment/brazil-police-foil-lady-gaga-gig-bomb-plot-n362143,
,,,,,
,,,,,
,,,,,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
TECH,,"Starlink is now available in Congo, Musk says","The Congolese government said in March 2024 that use of Starlink was banned, with military officials warning that it could be used by rebel groups including Rwandan-backed M23.",/tech/starlink-is-now-available-in-congo-musk-says-n362142,
,,,,,
,,,,,
,,,,,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
NEWS,,Violence engulfs besieged Zamzam camp in Sudan’s Darfur region,"The RSF seized the massive camp in April following days of shelling, drone attacks and ground assaults that the United Nations says left at least 300 people dead and forced around 400,000 to flee, one...",/news/violence-engulfs-besieged-zamzam-camp-in-sudans-darfur-region-n362140,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,"Beautiful homes, empty dreams: Kenya's urban housing headache",,/wananchi-reporting/beautiful-homes-empty-dreams-kenyas-urban-housing-headache-n362138,
